County_ID,County_Name,Dist_ID,District_Name,School_ID,School_Name,PRGCODE,Grade_Level,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,Row_Total,Free_Lunch,Reduced_Price_Lunch,English_Learners,Migrant
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,04,04,0,0,26,28,1,5,0,0,0,0,0,0,0,0,60,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,05,05,0,0,25,20,2,4,0,1,0,0,0,0,0,0,52,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,06,06,0,0,21,20,6,1,0,0,0,0,0,0,0,0,48,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,07,07,0,0,23,22,9,2,0,0,0,0,0,0,0,1,57,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,08,08,0,0,20,17,2,2,0,0,0,0,0,0,0,0,41,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,UG,UG,1,0,19,7,16,5,3,1,0,0,0,0,0,0,52,,,,
01,ATLANTIC,0110,ATLANTIC CITY,140,Dr Martin Luther King Jr School Complex,55,TOTAL,3,3,278,242,68,48,14,18,0,0,0,0,0,5,679,485,21,24,0
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,KF,KG,0,0,0,4,16,18,3,3,0,0,0,0,0,0,44,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,01,01,0,2,1,2,25,25,9,4,0,0,0,0,0,0,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,02,02,0,0,1,2,17,32,6,7,0,0,1,2,0,0,68,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,03,03,0,0,2,2,13,27,4,8,0,0,2,0,0,0,58,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,04,04,0,0,2,0,12,16,8,6,0,0,3,0,0,0,47,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,05,05,0,0,1,2,20,12,7,7,0,0,0,0,0,0,49,,,,
01,ATLANTIC,0110,ATLANTIC CITY,300,Brighton Avenue School,55,TOTAL,0,2,7,12,103,130,37,35,0,0,6,2,0,0,334,252,17,150,0
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,PF,PK,4,1,83,102,56,39,25,30,0,0,0,0,0,1,341,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,KF,KG,3,2,118,89,126,141,44,37,1,0,0,0,4,5,570,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,01,01,8,7,119,125,140,163,41,30,0,0,0,0,0,1,634,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,02,02,7,9,110,106,116,143,36,45,0,0,9,13,1,2,597,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,03,03,5,2,104,96,119,136,39,46,0,0,7,5,1,1,561,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,04,04,3,3,101,92,93,122,29,33,0,0,14,1,0,0,491,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,05,05,4,3,92,86,110,100,44,40,0,0,2,2,0,0,483,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,06,06,3,4,93,91,92,105,43,38,0,0,3,2,0,3,477,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,07,07,7,3,100,95,90,86,35,31,0,0,2,3,1,3,456,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,08,08,7,6,83,86,89,94,32,32,0,0,2,2,0,0,433,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,09,09,44,39,106,96,132,124,43,48,0,1,6,3,1,1,644,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,10,10,49,36,65,87,100,88,44,48,0,0,0,2,2,0,521,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,11,11,54,51,62,63,80,52,46,43,0,0,0,0,1,0,452,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,12,12,55,48,44,36,49,58,60,33,0,1,0,0,0,0,384,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,UG,UG,2,0,87,28,59,27,7,4,0,0,0,0,2,0,216,,,,
01,ATLANTIC,0110,ATLANTIC CITY,999,District Total,55,TOTAL,255,214,1367,1278,1451,1478,568,538,1,2,45,33,13,17,7260,5341,238,1158,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,09,09,96,71,42,60,39,64,3,2,1,1,0,0,9,14,402,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,10,10,56,71,30,48,43,57,12,6,2,1,0,0,8,12,346,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,11,11,94,71,26,33,38,46,6,5,1,2,1,4,0,1,328,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,12,12,58.5,37,23,43,33,41,6,11,4,0,1,0,2,4,263.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,010,Atlantic County Institute of Technology,55,TOTAL,304.5,250,121,184,153,208,27,24,8,4,2,4,19,31,1339.5,643,179,0,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,09,09,0,0,2,2,2,0,0,0,0,0,0,0,0,0,6,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,10,10,0,0,5,4,1,0,0,0,0,0,0,0,0,0,10,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,11,11,3,1,9,5,1,9,0,1,0,0,0,0,0,0,29,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,12,12,0,0,8,1,4,1,0,0,0,0,0,0,0,0,14,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,300,Atlantic County Alternative High School,55,TOTAL,3,1,24,12,8,10,0,1,0,0,0,0,0,0,59,47,3,0,0
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,09,09,96,71,44,62,41,64,3,2,1,1,0,0,9,14,408,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,10,10,56,71,35,52,44,57,12,6,2,1,0,0,8,12,356,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,11,11,97,72,35,38,39,55,6,6,1,2,1,4,0,1,357,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,12,12,58.5,37,31,44,37,42,6,11,4,0,1,0,2,4,277.5,,,,
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,999,District Total,55,TOTAL,307.5,251,145,196,161,218,27,25,8,4,2,4,19,31,1398.5,690,182,0,0
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,PF,PK,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,KF,KG,0,2,3,0,1,0,0,0,0,0,0,0,0,0,6,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,01,01,0,1,0,0,1,0,0,0,0,0,2,0,0,0,4,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,02,02,3,0,1,1,1,0,0,0,0,0,0,0,0,0,6,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,03,03,1,0,0,0,2,2,0,0,0,0,0,0,1,0,6,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,04,04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,05,05,1,0,2,0,2,0,1,0,0,0,0,0,1,0,7,,,,
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,030,Atlantic County Elementary and Middle Schools,06,06,1,1,1,0,3,1,1,0,0,0,0,0,0,0,8,,,,
